id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
977975,54.0,Male,10049.0,Divorced,3.0,Master's,Employed,46.33709311244992,Rural,Basic,,16.0,,9.0,2022-03-28 15:21:39.134960,Good,No,Weekly,Condo,509.0
568792,61.0,Female,,Single,,High School,Unemployed,10.689948126992908,Urban,Basic,0.0,7.0,366.0,5.0,2024-03-01 15:21:39.274993,Good,Yes,Daily,House,554.0
392722,59.0,Female,47442.0,Divorced,4.0,Bachelor's,,13.322212714328767,Suburban,Comprehensive,0.0,0.0,381.0,1.0,2021-03-05 15:21:39.226954,Average,No,Daily,House,1041.0
660605,25.0,Female,16819.0,Single,1.0,Bachelor's,Unemployed,15.967130762868903,Urban,Basic,,8.0,,3.0,2020-08-07 15:21:39.276901,Average,No,Daily,Apartment,1045.0
480482,47.0,Male,524.0,Divorced,3.0,Master's,Self-Employed,10.788841696217894,Suburban,Comprehensive,1.0,8.0,565.0,6.0,2024-06-14 15:21:39.217387,Average,Yes,Weekly,Condo,2474.0
898024,33.0,Male,12094.0,Single,3.0,High School,Employed,40.74974210185856,Rural,Premium,,17.0,635.0,2.0,2024-02-07 15:21:39.204790,Good,Yes,Rarely,Condo,849.0
87728,54.0,Male,59829.0,Single,3.0,PhD,Self-Employed,12.09089187920956,Suburban,Premium,0.0,2.0,468.0,5.0,2021-12-14 15:21:39.092127,Average,No,Monthly,Condo,130.0
684280,24.0,Male,669.0,Single,3.0,High School,Employed,,Urban,Premium,0.0,2.0,734.0,2.0,2022-02-20 15:21:39.134960,Average,No,Daily,House,782.0
978187,56.0,Male,8096.0,Single,3.0,Bachelor's,Employed,16.591240084256697,Suburban,Premium,0.0,7.0,468.0,1.0,2020-06-18 15:21:39.237118,Average,No,Daily,Apartment,718.0
879468,34.0,Female,11903.0,Single,4.0,High School,,37.88238697384014,Rural,Comprehensive,1.0,5.0,,9.0,2023-10-21 15:21:39.245086,Poor,Yes,Rarely,Apartment,1215.0
796288,22.0,Female,52039.0,Divorced,2.0,Master's,Unemployed,30.735631112445333,Suburban,Basic,2.0,13.0,570.0,8.0,2022-08-02 15:21:39.176717,Average,Yes,Weekly,House,165.0
823875,37.0,Female,71300.0,Married,3.0,Master's,Unemployed,19.895805020806005,Suburban,Comprehensive,0.0,6.0,456.0,2.0,2022-09-28 15:21:39.134960,Good,Yes,Rarely,Apartment,721.0
906090,36.0,Male,138685.0,Single,2.0,Bachelor's,,20.229849466696383,Urban,Basic,1.0,7.0,410.0,3.0,2023-07-27 15:21:39.287115,Average,Yes,Daily,House,112.0
829928,37.0,Female,467.0,Divorced,2.0,High School,Employed,,Suburban,Basic,,19.0,773.0,5.0,2021-01-11 15:21:39.134960,Good,Yes,Daily,Apartment,1737.0
290445,19.0,Female,26405.0,Single,3.0,High School,Employed,23.091311412386,Rural,Premium,1.0,13.0,572.0,7.0,2020-12-24 15:21:39.176717,Poor,Yes,Daily,Apartment,983.0
13955,53.0,Male,855.0,Single,,Bachelor's,Self-Employed,27.95243378471984,Urban,Basic,1.0,0.0,463.0,1.0,2022-11-05 15:21:39.134960,Average,Yes,Rarely,House,662.0
1171400,55.0,Male,29759.0,Married,4.0,High School,Self-Employed,47.222683710992015,Urban,Premium,4.0,10.0,626.0,2.0,2021-08-08 15:21:39.237118,Poor,No,Rarely,Apartment,1082.0
250574,32.0,Female,20982.0,Married,3.0,PhD,,34.42446494133491,Urban,Comprehensive,,9.0,695.0,4.0,2021-01-18 15:21:39.134960,Poor,Yes,Monthly,House,789.0
733375,42.0,Male,16752.0,Divorced,4.0,PhD,Unemployed,18.00993427954807,Urban,Basic,1.0,8.0,,1.0,2023-01-19 15:21:39.231531,Poor,Yes,Weekly,House,1071.0
256815,47.0,Male,22749.0,Single,4.0,Bachelor's,,38.82838095670501,Rural,Basic,,10.0,424.0,5.0,2024-06-03 15:21:39.145732,Average,Yes,Monthly,Condo,627.0
572818,53.0,Male,82649.0,,2.0,Bachelor's,,,Suburban,Premium,0.0,6.0,766.0,2.0,2024-03-21 15:21:39.201446,Poor,Yes,Monthly,Apartment,1152.0
1070109,58.0,Female,16706.0,Married,1.0,PhD,,46.45550173763716,Urban,Basic,,18.0,646.0,9.0,2024-05-16 15:21:39.225916,Poor,Yes,Daily,Condo,241.0
176722,37.0,Male,38612.0,Single,1.0,Bachelor's,Unemployed,11.374500326287215,Suburban,Basic,0.0,12.0,,2.0,2023-06-13 15:21:39.268507,Good,Yes,Rarely,Apartment,2126.0
351616,26.0,Male,1761.0,,0.0,High School,Unemployed,38.58582514482542,Suburban,Premium,0.0,10.0,797.0,1.0,2024-05-28 15:21:39.095696,Poor,No,Rarely,Condo,1194.0
452418,29.0,Male,,Married,2.0,High School,Self-Employed,18.81699476030635,Rural,Premium,1.0,3.0,685.0,6.0,2019-08-25 15:21:39.090124,Poor,No,Weekly,House,138.0
266862,48.0,Female,47750.0,Single,1.0,Bachelor's,Self-Employed,31.79355597812735,Urban,Premium,,12.0,706.0,8.0,2022-03-16 15:21:39.108562,Average,Yes,Rarely,Apartment,98.0
33676,61.0,Female,27553.0,Divorced,0.0,Master's,Employed,29.23803392492669,Urban,Premium,0.0,14.0,632.0,5.0,2022-05-28 15:21:39.107553,Poor,No,Rarely,Condo,488.0
248698,46.0,Female,44270.0,Married,0.0,Bachelor's,,4.552320370261103,Rural,Basic,1.0,11.0,512.0,8.0,2024-02-22 15:21:39.220389,Good,Yes,Monthly,House,2082.0
119024,36.0,Female,63721.0,Married,4.0,Bachelor's,Employed,37.31806036476946,Suburban,Comprehensive,0.0,3.0,340.0,1.0,2020-12-08 15:21:39.124659,Average,Yes,Weekly,Apartment,457.0
959444,43.0,Male,25846.0,Divorced,2.0,Master's,Unemployed,27.29098644882336,Rural,Basic,0.0,13.0,729.0,9.0,2022-07-01 15:21:39.087123,Good,Yes,Rarely,Condo,488.0
617425,,Female,18340.0,Single,2.0,PhD,,,Rural,Comprehensive,0.0,11.0,588.0,6.0,2020-07-24 15:21:39.089116,Good,Yes,Weekly,Apartment,2161.0
220030,51.0,Female,42250.0,Married,2.0,High School,Self-Employed,46.643659316396274,Urban,Premium,0.0,5.0,778.0,6.0,2019-10-21 15:21:39.094752,Poor,No,Monthly,Condo,663.0
914846,64.0,Male,2099.0,Single,,Master's,Unemployed,,Urban,Premium,0.0,19.0,639.0,1.0,2023-03-02 15:21:39.289099,Good,No,Monthly,House,1363.0
177441,34.0,Male,10099.0,Married,1.0,High School,,34.15832409456034,Urban,Comprehensive,,7.0,718.0,3.0,2024-03-22 15:21:39.265513,Poor,Yes,Monthly,Apartment,718.0
741956,47.0,Female,73832.0,Divorced,1.0,PhD,,49.59606675371701,Rural,Premium,2.0,19.0,598.0,9.0,2020-05-26 15:21:39.145732,Good,No,Rarely,Apartment,2161.0
577060,58.0,Male,5848.0,Divorced,4.0,PhD,,27.24590544356716,Suburban,Basic,0.0,14.0,506.0,8.0,2023-07-03 15:21:39.196387,Poor,No,Monthly,House,916.0
462833,58.0,Male,29113.0,Married,3.0,Bachelor's,,4.142320504518762,Rural,Basic,2.0,9.0,673.0,5.0,2022-02-18 15:21:39.244069,Good,No,Weekly,House,602.0
169932,38.0,Female,2371.0,Divorced,2.0,Bachelor's,,41.52712385746386,Suburban,Comprehensive,2.0,15.0,833.0,7.0,2023-07-10 15:21:39.182597,Poor,Yes,Monthly,Condo,693.0
314723,38.0,Male,62879.0,Married,0.0,High School,Unemployed,39.740217929195175,Urban,Premium,,6.0,462.0,2.0,2023-03-17 15:21:39.279729,Poor,No,Daily,Apartment,39.0
1151250,33.0,Male,15641.0,Single,3.0,High School,Employed,21.09932850779614,Suburban,Comprehensive,1.0,12.0,585.0,4.0,2021-08-20 15:21:39.111551,Average,Yes,Monthly,Condo,1152.0
626276,20.0,Male,26667.0,Married,2.0,Master's,Employed,24.81207929086627,Urban,Basic,,11.0,584.0,3.0,2021-05-16 15:21:39.087123,Average,Yes,Weekly,Condo,556.0
613694,60.0,Male,43927.0,Married,3.0,High School,,22.14541249271463,Rural,Premium,0.0,0.0,521.0,5.0,2020-08-10 15:21:39.221386,Poor,Yes,Rarely,House,815.0
286971,62.0,Female,50711.0,Divorced,0.0,PhD,,14.16104078621486,Suburban,Premium,1.0,8.0,410.0,5.0,2023-05-08 15:21:39.264504,Average,Yes,Monthly,House,1482.0
662919,18.0,Male,47322.0,Single,4.0,Bachelor's,Employed,43.465960769429245,Suburban,Comprehensive,,17.0,521.0,7.0,2021-06-04 15:21:39.134960,,Yes,Daily,Apartment,3259.0
977799,19.0,Female,10144.0,Married,2.0,High School,Employed,39.45292032464823,Urban,Comprehensive,1.0,12.0,586.0,5.0,2023-04-06 15:21:39.261856,Good,Yes,Rarely,Condo,1219.0
31359,34.0,Female,6950.0,Single,1.0,PhD,,45.75971895144943,Urban,Premium,,17.0,786.0,9.0,2019-08-26 15:21:39.202448,Average,No,Daily,House,1745.0
241408,62.0,Female,3380.0,Single,0.0,PhD,Self-Employed,36.61149162282992,Suburban,Premium,,9.0,727.0,5.0,2022-03-15 15:21:39.155231,,No,Rarely,House,818.0
1016637,48.0,Male,9015.0,Single,3.0,High School,,44.94569725559024,Suburban,Comprehensive,1.0,17.0,626.0,5.0,2020-07-22 15:21:39.176717,Good,Yes,Rarely,Condo,590.0
489719,24.0,Female,47768.0,Married,3.0,PhD,Employed,20.551144117709068,Rural,Premium,,15.0,403.0,1.0,2022-01-27 15:21:39.194829,Good,Yes,Daily,House,1140.0
1147841,64.0,Male,1636.0,Married,0.0,Bachelor's,Employed,14.167045873017026,Rural,Premium,,9.0,454.0,5.0,2023-03-06 15:21:39.079128,Good,No,Rarely,House,1492.0
776525,33.0,Male,18072.0,Divorced,4.0,PhD,Self-Employed,30.85848143866641,Rural,Basic,1.0,16.0,673.0,1.0,2020-04-01 15:21:39.171102,Average,Yes,Daily,House,1514.0
148471,52.0,Female,1212.0,Divorced,1.0,Master's,Self-Employed,,Suburban,Comprehensive,0.0,14.0,636.0,5.0,2023-11-15 15:21:39.121169,Good,No,Monthly,Condo,2441.0
489900,21.0,Male,100542.0,Divorced,3.0,High School,,4.410633170656186,Urban,Premium,0.0,17.0,743.0,8.0,2019-10-24 15:21:39.143708,Average,No,Rarely,House,2323.0
1104236,30.0,Male,12096.0,Divorced,3.0,PhD,Employed,20.420719539406,Suburban,Comprehensive,,17.0,667.0,2.0,2020-10-01 15:21:39.198406,Average,No,Weekly,Apartment,1409.0
1003667,50.0,Female,17553.0,Single,4.0,Bachelor's,Employed,10.086790534704685,Rural,Basic,,7.0,646.0,1.0,2022-05-21 15:21:39.144722,,No,Weekly,Apartment,683.0
269593,45.0,Female,64841.0,Divorced,0.0,Bachelor's,Unemployed,48.0973981292944,Rural,Premium,0.0,16.0,471.0,7.0,2022-10-17 15:21:39.237118,,No,Weekly,House,789.0
730436,55.0,Female,4088.0,Single,4.0,PhD,,7.888480411474571,Urban,Comprehensive,3.0,5.0,647.0,5.0,2020-02-21 15:21:39.231531,Poor,No,Weekly,House,972.0
686717,50.0,Male,,Divorced,1.0,PhD,Self-Employed,13.959365276470916,Suburban,Basic,2.0,0.0,,2.0,2019-10-14 15:21:39.256696,Good,Yes,Rarely,Apartment,2236.0
123848,30.0,Female,52385.0,Married,,High School,Unemployed,,Suburban,Comprehensive,3.0,15.0,581.0,6.0,2022-02-09 15:21:39.278402,Good,Yes,Daily,Condo,23.0
264993,33.0,Male,121240.0,Divorced,0.0,Master's,,16.3048612908632,Rural,Basic,0.0,4.0,427.0,4.0,2023-10-10 15:21:39.187211,Good,Yes,Monthly,Apartment,1207.0
1183909,30.0,Female,36642.0,Divorced,,Master's,Unemployed,25.73723708724682,Suburban,Comprehensive,0.0,9.0,655.0,4.0,2023-10-19 15:21:39.083497,Poor,No,Monthly,Condo,492.0
932660,32.0,Male,57632.0,Married,1.0,PhD,Unemployed,22.27658965100679,Rural,Basic,,11.0,375.0,4.0,2021-02-16 15:21:39.151732,Good,No,Weekly,Apartment,146.0
924340,25.0,Male,1247.0,Married,4.0,PhD,Self-Employed,,Suburban,Basic,1.0,18.0,,8.0,2024-02-06 15:21:39.261856,Good,No,Weekly,Apartment,906.0
352705,60.0,Female,33503.0,Single,4.0,PhD,Unemployed,37.50682873626995,Suburban,Basic,1.0,0.0,653.0,4.0,2023-01-14 15:21:39.164044,Good,Yes,Weekly,House,258.0
1048507,34.0,Male,24591.0,Divorced,0.0,Master's,Self-Employed,38.01559320344828,Suburban,Premium,,11.0,804.0,6.0,2023-10-11 15:21:39.237118,,Yes,Monthly,House,521.0
179685,38.0,Female,16097.0,Single,3.0,PhD,Unemployed,34.93868554595609,Urban,Premium,1.0,12.0,516.0,5.0,2023-09-04 15:21:39.079128,Average,Yes,Daily,Apartment,2610.0
878279,22.0,Male,,Married,3.0,PhD,Employed,,Urban,Basic,1.0,5.0,438.0,1.0,2023-02-26 15:21:39.185215,Average,Yes,Weekly,House,2066.0
569837,20.0,Male,24562.0,Divorced,1.0,Master's,Employed,29.44482774603654,Urban,Premium,1.0,4.0,721.0,9.0,2019-10-31 15:21:39.146733,,Yes,Rarely,Condo,393.0
791010,21.0,Male,5854.0,Single,0.0,Master's,Self-Employed,28.838997724298903,Rural,Premium,0.0,3.0,302.0,8.0,2019-08-28 15:21:39.134960,Good,No,Weekly,Condo,643.0
551334,20.0,Female,20360.0,Single,0.0,High School,Unemployed,41.4068160563624,Urban,Basic,,11.0,,3.0,2024-04-01 15:21:39.208842,,Yes,Daily,Apartment,685.0
1174846,55.0,Female,1316.0,Divorced,0.0,PhD,,12.827056202291146,Rural,Premium,,9.0,449.0,2.0,2021-01-08 15:21:39.237118,Average,Yes,Monthly,House,845.0
232019,31.0,Female,17087.0,Divorced,1.0,High School,Self-Employed,26.13986822841897,Suburban,Premium,,10.0,713.0,6.0,2023-03-17 15:21:39.155231,Good,Yes,Rarely,Apartment,1110.0
917212,32.0,Female,57896.0,Divorced,4.0,PhD,Self-Employed,,Suburban,Premium,2.0,8.0,477.0,2.0,2024-01-23 15:21:39.134960,,Yes,Rarely,Apartment,3352.0
212600,27.0,Female,44680.0,Married,3.0,High School,,21.994924398093588,Rural,Premium,2.0,0.0,424.0,7.0,2020-03-29 15:21:39.132191,Good,Yes,Monthly,Apartment,710.0
406099,33.0,Female,36226.0,Single,4.0,High School,Self-Employed,37.72872510620053,Suburban,Premium,1.0,12.0,774.0,2.0,2023-05-27 15:21:39.096739,Good,No,Monthly,House,785.0
58337,24.0,Male,20883.0,Single,1.0,Bachelor's,Self-Employed,49.890426958493,Rural,Comprehensive,1.0,15.0,668.0,9.0,2021-05-08 15:21:39.206847,Average,No,Daily,Condo,706.0
621441,19.0,Female,119.0,Married,2.0,High School,Employed,20.243399788222646,Urban,Comprehensive,0.0,5.0,467.0,8.0,2019-10-07 15:21:39.259788,Good,Yes,Monthly,House,1744.0
708555,27.0,Female,17237.0,Married,2.0,PhD,Employed,15.63900271044326,Urban,Premium,2.0,2.0,683.0,4.0,2023-06-11 15:21:39.080440,Good,Yes,Daily,Condo,2082.0
253323,51.0,Male,29999.0,Divorced,,Master's,,6.243348661555988,Suburban,Premium,1.0,14.0,552.0,4.0,2023-08-18 15:21:39.193945,Good,No,Rarely,Condo,442.0
287202,34.0,Male,31008.0,Single,3.0,PhD,Self-Employed,22.8181369886181,Suburban,Premium,,2.0,,6.0,2023-09-12 15:21:39.134960,Poor,No,Weekly,Apartment,1031.0
872124,62.0,Male,12026.0,Single,4.0,Master's,Employed,27.63946126359476,Rural,Premium,1.0,16.0,829.0,7.0,2022-10-26 15:21:39.170099,Average,No,Monthly,Apartment,1284.0
225070,31.0,Male,3822.0,Single,3.0,Bachelor's,,34.31585095226138,Rural,Premium,,16.0,441.0,7.0,2022-08-01 15:21:39.226954,Good,No,Weekly,House,1101.0
666729,54.0,Female,30263.0,Married,0.0,Bachelor's,Unemployed,18.573881089730023,Urban,Premium,,3.0,509.0,4.0,2023-04-24 15:21:39.155231,Average,Yes,Weekly,Condo,752.0
918126,24.0,Male,8096.0,Divorced,0.0,Master's,Self-Employed,47.97424971820284,Suburban,Comprehensive,1.0,2.0,815.0,5.0,2022-04-21 15:21:39.208842,Poor,Yes,Weekly,Apartment,2985.0
517072,63.0,Female,120512.0,Married,1.0,Master's,Self-Employed,,Urban,Basic,3.0,3.0,624.0,4.0,2021-08-22 15:21:39.192212,Poor,No,Monthly,Condo,597.0
696858,46.0,Female,5038.0,Divorced,2.0,Bachelor's,Employed,44.71897414208036,Urban,Comprehensive,1.0,2.0,587.0,6.0,2023-11-08 15:21:39.155231,Average,Yes,Daily,Condo,589.0
924564,29.0,Male,14097.0,Married,4.0,Master's,,20.55530167690869,Suburban,Comprehensive,,5.0,659.0,5.0,2020-06-29 15:21:39.223390,Poor,No,Rarely,Apartment,923.0
928062,64.0,Male,17027.0,Divorced,2.0,High School,Self-Employed,13.136796864086456,Urban,Basic,,1.0,376.0,4.0,2020-04-19 15:21:39.115178,Average,No,Monthly,Apartment,814.0
717142,61.0,Female,28408.0,Divorced,0.0,Master's,,28.25687904005475,Urban,Premium,1.0,3.0,816.0,8.0,2019-09-28 15:21:39.093681,Good,No,Daily,Apartment,894.0
1104330,23.0,Male,6925.0,Divorced,4.0,Master's,,13.903449931986495,Suburban,Comprehensive,1.0,13.0,661.0,3.0,2024-02-14 15:21:39.110557,Average,No,Weekly,Apartment,28.0
868841,39.0,Male,28503.0,Single,0.0,Bachelor's,,24.96576846210824,Suburban,Comprehensive,0.0,3.0,595.0,8.0,2021-03-26 15:21:39.237118,Good,Yes,Rarely,House,543.0
1054488,44.0,Female,39793.0,Divorced,0.0,High School,Employed,6.543102173572189,Rural,Premium,,12.0,559.0,8.0,2023-02-27 15:21:39.112553,Poor,Yes,Rarely,House,783.0
280768,20.0,Male,25602.0,Married,0.0,Master's,,48.58331914987554,Rural,Basic,,19.0,623.0,8.0,2021-10-08 15:21:39.147735,Poor,No,Rarely,Condo,1710.0
491700,25.0,Female,28891.0,Single,0.0,PhD,,3.0995185187890923,Suburban,Comprehensive,0.0,5.0,551.0,3.0,2022-07-31 15:21:39.145732,Average,Yes,Weekly,Condo,431.0
567723,57.0,Female,15097.0,Single,0.0,Bachelor's,Self-Employed,12.171651012552228,Urban,Basic,,7.0,764.0,7.0,2023-04-06 15:21:39.220389,Average,No,Weekly,Condo,294.0
473317,48.0,Male,27358.0,Divorced,1.0,Master's,,23.18444670590857,Rural,Comprehensive,1.0,13.0,,6.0,2020-06-29 15:21:39.192212,Average,No,Weekly,Apartment,1597.0
1033993,35.0,Male,75587.0,Single,0.0,High School,Self-Employed,22.07954577684783,Urban,Basic,1.0,18.0,458.0,8.0,2020-03-28 15:21:39.129190,Good,No,Rarely,House,1786.0
67541,55.0,Male,119615.0,Single,4.0,Bachelor's,Self-Employed,30.25786075136804,Urban,Comprehensive,2.0,11.0,358.0,5.0,2022-05-23 15:21:39.191219,Poor,Yes,Daily,Condo,723.0
129829,52.0,Male,638.0,Married,1.0,High School,Employed,25.9073257489037,Rural,Basic,0.0,14.0,734.0,3.0,2023-09-09 15:21:39.174719,Average,No,Daily,House,26.0
682581,24.0,Female,515.0,Married,1.0,High School,,46.74843908974404,Suburban,Premium,3.0,6.0,774.0,7.0,2022-06-07 15:21:39.088124,Average,No,Rarely,Condo,46.0
836938,49.0,Male,43948.0,Divorced,4.0,PhD,Employed,12.814666315821391,Rural,Premium,1.0,15.0,647.0,5.0,2023-10-31 15:21:39.237118,Average,Yes,Daily,Apartment,735.0
835416,24.0,Female,11575.0,Married,3.0,High School,Unemployed,18.6339049748982,Suburban,Comprehensive,0.0,18.0,781.0,6.0,2023-08-15 15:21:39.134960,Poor,No,Monthly,House,940.0
438603,33.0,Female,146615.0,Married,4.0,Bachelor's,,,Rural,Comprehensive,0.0,19.0,479.0,6.0,2020-02-11 15:21:39.208842,Good,No,Daily,Condo,671.0
1190148,64.0,Female,10158.0,Single,3.0,High School,Employed,22.077126777087216,Rural,Basic,0.0,2.0,767.0,9.0,2023-10-16 15:21:39.134960,Good,No,Rarely,Condo,582.0
579874,53.0,Female,33983.0,Divorced,1.0,Master's,Employed,25.36120549888393,Suburban,Comprehensive,,8.0,742.0,1.0,2022-01-31 15:21:39.104139,Average,No,Daily,Condo,726.0
586426,27.0,Male,18405.0,Married,2.0,PhD,Self-Employed,30.12015813572382,Rural,Comprehensive,0.0,8.0,513.0,6.0,2020-11-14 15:21:39.134960,Good,No,Weekly,Condo,614.0
148915,32.0,Female,35123.0,Divorced,3.0,Bachelor's,Unemployed,30.656512708973263,Rural,Basic,,2.0,,3.0,2023-06-24 15:21:39.082499,Good,No,Weekly,House,2698.0
855570,33.0,Female,24534.0,Single,4.0,Master's,,47.7238599955563,Rural,Basic,0.0,15.0,641.0,8.0,2023-03-07 15:21:39.155231,Average,No,Daily,Condo,23.0
1098930,32.0,Female,32282.0,Single,2.0,Bachelor's,Employed,17.91390641439628,Urban,Premium,,11.0,621.0,3.0,2023-07-21 15:21:39.134960,Good,Yes,Monthly,Apartment,271.0
595944,40.0,Female,43841.0,Divorced,2.0,Master's,Employed,3.2798414678387853,Urban,Premium,1.0,19.0,,7.0,2020-06-10 15:21:39.192212,Poor,Yes,Rarely,Apartment,1691.0
304864,,Female,57893.0,Single,0.0,Bachelor's,,32.62428703471642,Rural,Basic,,11.0,434.0,4.0,2020-06-24 15:21:39.180553,Average,Yes,Monthly,Condo,616.0
231991,37.0,Female,83743.0,Married,3.0,PhD,,37.164950627128526,Rural,Premium,1.0,10.0,410.0,7.0,2021-02-06 15:21:39.237118,Poor,No,Weekly,Condo,539.0
300677,37.0,Male,148173.0,Married,1.0,Master's,Employed,25.71463344992302,Rural,Comprehensive,1.0,1.0,467.0,3.0,2023-08-25 15:21:39.130190,Average,No,Weekly,Condo,246.0
662923,63.0,Female,27048.0,Divorced,3.0,Bachelor's,Employed,10.898252028195936,Urban,Basic,,9.0,679.0,1.0,2021-09-25 15:21:39.102694,Poor,No,Weekly,Condo,326.0
455971,61.0,Female,16094.0,Divorced,3.0,Bachelor's,Employed,25.44171934432208,Rural,Comprehensive,,5.0,471.0,4.0,2022-03-27 15:21:39.092127,Average,No,Rarely,House,2628.0
818286,35.0,Female,29862.0,Single,3.0,High School,Employed,18.09738994144902,Suburban,Basic,,9.0,651.0,9.0,2022-09-08 15:21:39.237118,Poor,No,Monthly,Apartment,1005.0
895916,25.0,Male,7791.0,Married,3.0,High School,Unemployed,26.836314077722022,Suburban,Comprehensive,2.0,19.0,797.0,3.0,2022-03-28 15:21:39.149731,Good,No,Weekly,Condo,1225.0
613198,41.0,Female,25863.0,Single,4.0,PhD,Employed,24.16113916076878,Rural,Comprehensive,1.0,2.0,678.0,3.0,2023-03-16 15:21:39.281787,Good,No,Monthly,Condo,844.0
1127427,52.0,Male,37195.0,Married,1.0,High School,,27.69669863167121,Rural,Premium,0.0,10.0,680.0,8.0,2020-05-20 15:21:39.084065,,Yes,Daily,Apartment,1044.0
221178,27.0,Female,30145.0,Single,4.0,Bachelor's,Employed,6.65290016363824,Suburban,Premium,0.0,5.0,553.0,7.0,2024-06-14 15:21:39.079128,Good,No,Daily,Apartment,602.0
763039,23.0,Male,5965.0,Single,1.0,High School,Self-Employed,,Suburban,Comprehensive,0.0,0.0,673.0,7.0,2021-11-28 15:21:39.134960,Good,Yes,Daily,House,1207.0
720449,54.0,Male,,Single,2.0,Master's,,51.8561708338522,Suburban,Premium,,12.0,472.0,7.0,2020-11-19 15:21:39.191219,Good,Yes,Monthly,Apartment,476.0
384781,45.0,Female,15387.0,Single,4.0,High School,,9.647725090413138,Urban,Basic,2.0,14.0,669.0,6.0,2021-09-02 15:21:39.250151,Good,Yes,Daily,House,729.0
47350,38.0,Male,38969.0,Divorced,2.0,High School,Unemployed,9.67941470615076,Suburban,Premium,,12.0,488.0,1.0,2022-11-04 15:21:39.175719,Good,Yes,Monthly,Condo,1032.0
1092638,18.0,Female,128812.0,Single,1.0,Master's,Employed,23.2855372248166,Suburban,Comprehensive,1.0,14.0,559.0,2.0,2022-04-17 15:21:39.261856,Good,Yes,Rarely,House,241.0
936728,49.0,Male,28665.0,Single,0.0,Bachelor's,,35.24650886340612,Suburban,Comprehensive,,14.0,616.0,7.0,2020-01-23 15:21:39.148733,Average,No,Weekly,Apartment,822.0
797454,24.0,Female,4612.0,Married,1.0,High School,Employed,16.366914407084078,Urban,Premium,0.0,15.0,828.0,8.0,2020-03-28 15:21:39.252145,Poor,Yes,Monthly,Apartment,2169.0
1026131,57.0,Male,5541.0,Single,0.0,Master's,Unemployed,31.99277425886439,Rural,Comprehensive,,3.0,515.0,3.0,2022-01-24 15:21:39.155231,Poor,Yes,Rarely,Condo,906.0
398730,40.0,Female,2231.0,Single,2.0,High School,Self-Employed,25.676045095213603,Rural,Basic,0.0,5.0,,8.0,2022-08-20 15:21:39.155231,Average,No,Rarely,House,3749.0
618025,26.0,Female,23891.0,Married,4.0,Master's,Unemployed,18.90823457025185,Rural,Comprehensive,0.0,0.0,754.0,4.0,2021-05-08 15:21:39.261856,Average,Yes,Rarely,House,1276.0
678235,44.0,Male,106527.0,Divorced,0.0,High School,Unemployed,31.779858994055644,Suburban,Basic,2.0,12.0,509.0,7.0,2022-06-16 15:21:39.132191,Average,Yes,Rarely,Apartment,1606.0
655188,20.0,Male,2768.0,Divorced,4.0,Bachelor's,Self-Employed,34.835942999010726,Urban,Comprehensive,2.0,14.0,,2.0,2022-12-09 15:21:39.122134,Good,No,Monthly,Condo,3243.0
570252,27.0,Male,,Married,1.0,PhD,Self-Employed,21.3720019753461,Rural,Premium,3.0,14.0,687.0,6.0,2023-09-08 15:21:39.130190,,Yes,Monthly,Condo,1083.0
258661,53.0,Female,97931.0,Divorced,1.0,Bachelor's,,29.40443823999929,Suburban,Premium,0.0,14.0,312.0,2.0,2021-07-28 15:21:39.097737,Good,No,Monthly,Apartment,2903.0
58868,59.0,Male,,Divorced,1.0,High School,Self-Employed,32.24071605409668,Urban,Premium,3.0,15.0,644.0,5.0,2019-10-23 15:21:39.102694,Poor,No,Monthly,Apartment,2167.0
161662,50.0,Female,2043.0,Married,1.0,Bachelor's,,24.00656558471686,Suburban,Premium,1.0,4.0,327.0,1.0,2023-02-20 15:21:39.222387,Average,No,Monthly,Apartment,3979.0
1127234,27.0,Female,127912.0,Single,3.0,Bachelor's,Self-Employed,16.92453997356606,Urban,Basic,2.0,11.0,464.0,6.0,2020-03-06 15:21:39.226954,Poor,No,Daily,Apartment,22.0
136982,60.0,Female,,Divorced,3.0,Master's,Self-Employed,21.440116326541485,Urban,Basic,0.0,7.0,396.0,7.0,2022-02-17 15:21:39.121169,Poor,Yes,Monthly,Condo,950.0
990282,59.0,Male,6957.0,Married,0.0,High School,Employed,24.83440909589792,Suburban,Premium,,8.0,805.0,4.0,2023-10-28 15:21:39.166062,Poor,Yes,Monthly,House,2214.0
1045317,46.0,Female,311.0,Married,3.0,Master's,Employed,20.814121696837987,Suburban,Basic,1.0,11.0,779.0,5.0,2022-01-13 15:21:39.175719,Poor,No,Weekly,House,924.0
17981,31.0,Male,8071.0,Married,0.0,Bachelor's,Employed,13.724961804955395,Urban,Comprehensive,0.0,8.0,684.0,6.0,2021-09-22 15:21:39.095696,Average,Yes,Weekly,House,639.0
924778,22.0,Female,17183.0,Single,4.0,Master's,Employed,21.93639641793372,Urban,Premium,2.0,1.0,641.0,9.0,2023-03-23 15:21:39.190215,Average,Yes,Rarely,House,1123.0
